Tweet,Sentiment
RT USER Semua udah terang benderang. asal polisi mau usut tuntas sebelum dilantik. Kalau pemilihan kepala daerah terkait asma saracen KaPolri KaPolri,Positive
"dukungan kepada Polri dlm melawan berita hoax, issu sara dan ujaran kebencian serta mendukung Polri utk mensukseskan Pilkada Serentak 2018 Aman dan damai",Positive
"RT USER: Wanita adalah makhluk paling unik didunia. Dia bisa jadi selembut sutra, bisa juga seperti karang. Maka, wanita butuh dibimbin\xe2\x80\xa6'",Positive
Satu persatu akhirnya smua ditumbangkan oleh Tangan Tuhan ..; Kuasa Tuhan tlah bekerja. ....; Karma tak pernah salah &amp; tak pernah ingkar janji ....; ; #MawaslahDiriSebelumBertindak,Positive
USER Nah hasilnya bagi bagi ke akuu wkwkwk. Oh gitu bagus deh. Sarapan ga sarapan tetep sarap\xf0\x9f\x98\x82\xf0\x9f\x98\x82',Negative
"Kalo kamu cari yang ngegabungin dua budaya tanpa ngilangin ciri khasnya,; Akulturasi.",Positive
"USER USER Si USER emang dungu tak bertepi. Sampah plastik yg dibahas bu USER , eh dia nyamber soal hankam. Bang fahri, after 2019 jd nelayan aja dah, soalnya sudah pasti anda gak bisa maju jd caleg independen.'",Negative
USER Penampilan serasa paling suci sedunia. Tp kelakuan kyk setan. Ga punya empati ama keluarga korban bom kmrn',Negative
"Nyambung dr twit sebelumnya,\nAlhamdulillah akhirnya saya udah diterima kerja, daerah tangsel, dan mayoritas temen2 di kantor agamanya katolik, ada yg kristen, &amp; bbrp ada yg islam.. #6'",Positive
"RT USER: Itu lohhh yg dilakuin oppa oppa koriya, tapi banyak yg bilang oppa koriya banci tapi masa banci ikut militeran 2 tahun :) htt\xe2\x80\xa6'",Negative
USER USER USER USER Aduuhh... kasian liat argumenmu asep. \n\nKalau gk bisa liat scr langsung arab minimal baca ttg negara arab spt apa disana.\n\nNegara2 arab skrg byk kerjasama dgn china yg lu bilang komunis..\n\nMiris aaah',Positive
"USER Penjelasan sy bukan FITNAH, silahkan DIBANTAH USER Apollinaris Darmawan Sebut Al-Quran Kitab Sampah",Negative
"USER USER USER Jangan maaf ama saya bang... Kan kita mah kaga ada salah, haha insyaAllah... \nIya bang... Walau saya orang hina, tp klo udh nyangkut ulama mah udh gak bisa d tawar2... Kita bela, \nMudah2an orang hina kaya s",Positive
USER Iya lu babi nya cif wkw',Negative
USER ma kangen mau nete',Negative
USER Ya Allah ni pres. mestikah dg seragam tni? culun.. gak ada pantes2nya\xf0\x9f\x98\x81',Negative
gerombolan yang bergabung di partai sinting indonesia (psi) mayoritas pendukung penista islam AHOK LAKNATULLAH URL,Negative
"Digusur, PKL Medan Estate Akan Coblos Kotak Kosong di PilkadaÂ Deliserdang",Positive
USER USER Eh bencong gak usah fitnah fitnah luh ya',Negative
USER USER Becanda hye sumpa da nanti bisa di kirimin bom nuklir sama USER',Positive
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Penyebaran bahaya laten int,Positive
USER USER USER USER Coba deh Mba...tanya sama Om M Taufik dari Gerindra....teman2 aseng nya ada brp banyak. Soalnya waktu pilkada DKI Om Taufik pernah tuh makan2 sama aseng di daerah jakarta utara. Dan kmrn waktu kampanye jug,Positive
Kampungan ya pendukung AHY https:\/\/t.co\/GmezpOYLsY,Negative
"RT USER: Awwww si koko badan sama kontolnyaa menantang, yukk ahh ko sini dicroottin kontol yg keras itu. Uuunncchh \xf0\x9f\x91\x85\xf0\x9f\x92\xa6\xf0\x9f\x92\xa6 URL",Negative
"USER USER Dan kamu pasti penganut islam garis keras kan, ngomongmu kelihatan mendem kencing onta.'",Negative
Dia takut banci tapi :( USER URL,Negative
"Bangga 800 t itu gede bilangnya bisa buat bayar utang,pas dibilangin itu untuk 23 tahun,jadinya kecil..malah nyerang ""rezim kemarin ngapain aja,dapat berapa""...trus aku kudu piye Jum? \xf0\x9f\x98\xb7\xf0\x9f\x98\xb7'",Positive
"USER Negeri Perak hari ini menyatakan sokongan penuh dan tidak berbelah bahagi terhadap kepimpinan Perdana Menteri, Datoâ?? Seri USER #HebatkanNegaraku #BersamaBN - Datuk Seri R.S USER Presiden USER #DahulukanRakyat USER",Positive
Adatnye jelek..\nDia bisa jelekkin diri sendiri..\nSupaya ngelolosin yang dia maksud\nKayak Bom Bunuh Diri juga rupanya.. KACRUT LAH!',Negative
"Inggrid Widjanarko Mengabdikan Hidup untuk Seni, Budaya dan ... - Poskotanews",Positive
*Jembatan fenomenal dengan pemandangan fenomenal pula.Bravoo Presiden Jokowi ð???*Pembangunan Jembatanâ?¦ #RakyatB3rsamaJKW,Positive
RT USER: Ngentot yukkk',Negative
"USER USER USER USER USER USER USER USER USER USER USER USER km ga up date berita jokowi saat ini tdk bs meneruskan bbrp proyek alias mangkrak, usia pemerintahan msh seumur jag",Positive
"USER USER USER USER Maksud saya, pendidikan jangan dibatasi. Helen Keller wanita bisu tuli dan buta bisa mendapatkan gelar sarjana &amp; berprestasi. Steven Hawking bisa tetap mengembangkan ilmu didalam kelumpuhannya. Tidak",Positive
RT USER PKI sudah menyatu dg PDI P bubarkan PDI P !!,Positive
Nah..klo PKI alias Partai Korupsi Indonesia perlu diganyang juga ga?,Positive
"USER Bapak USER yang terhormat, sungguh jeritan hati USER ini tak sanggup saya tanggung sendiri. Sudilah kiranya bapak presiden yang terhormat memberikan sebuah solusi terkait tiket Lebaran 2018 agar terjangkau oleh semua pemudik. Terima kasih",Positive
"RT USER: USER gua galak, kasar, omongannya gabisa dijaga. \n\ntapi pacar gua selama ini nerima gua apa adanya, kalau sayang mah mau ka\xe2\x80\xa6'",Positive
\xe2\x80\x98Maju lu sini anjing\xe2\x80\x99 ni stail ah lepastu orang tu reply gung gung gung gunggg',Negative
"Allah SWT yg dungu & baidab tak melayani Pak Lukman, melainkan minta di-sembah2, tak dituruti MARAH, ancam mengazab",Negative
JADI YANG JOGET JOGET 4MINUTE DI HONGDAE TUH GIDLE???? edan maning',Negative
USER USER USER USER USER Menghadapi cebong harus santai mbak..kalo kt santai tp ngeselin bikin cebong emosi tinggi\xf0\x9f\x98\x82\xf0\x9f\x98\x82',Negative
"USER dfd apaan yaallah, udik gua'",Negative
"Next fatwa (""haram mendukung dan memilih si ""A"").. ntah yg buat kubu B karena jual keyakinan, atau yg buat kubu A biar kubu B keliatan dongo'",Negative
USER Gaada tanda tanyanya upil onta',Negative
USER USER USER Siapa komunis nya??',Positive
"Kata Airlangga Pribadi, jangan lupa Bu Khofifah pengalaman 3 tahun Mensos bersama Presiden USER , ikut serta membantu mengentaskan kemiskinan. #KhofifahEmilJatimSatu",Positive
"USER USER USER USER itulah yang dimanfaatkan sama akun2 anonim geje kaya Conan, Sinting, dll... bahkan pendukung DPP sampe ga bisa membedakan mana loyalis FH dan AM pada waktu yang berbeda... semakin lama akan semakin rumit kalo ga mencoba memetakan konflik dengan baik'",Positive
"THR GAJI TIGEBELAS HEBOH MACAM IKLAN, (SOPOI LOK) SEKALI BBM NAEK SENYAP HAMPIR TAK KEDENGARAN TANPA SUARA\n\nINGAT.... AMBIL UANG NYA, GANTI PRESIDEN NYA \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\n\n#2019 GANTI PRESIDENT'",Positive
"USER USER USER USER Jiaaahh gw aja g kepikiran loh cuma karna warna, kalo sempet ada yg mikir kek gitu, kebangetan idiot nya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",Negative
tweet mijoo yang rt mayan juga wkwkwk emang edan si mbanya',Negative
USER USER USER Antri dari jam 02.00 edan bonek \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',Negative
Umaro yang Ulama; Bermanfaat untuk Semua; Bernegara dengan Pancasila; ; TGB Zainul Majdi untuk Indonesia,Positive
USER ak :( anak kampang ggggg',Negative
USER USER Emangnya sblm tahun 1988 wilayah palestina itu kosong apa..? Palestina itu sebelumnya adl salah satu propinsi kekhalifahan turki ustmani. Turki hancur krn persekongkolan yahudi yg mendukung pemberontakan kemal attaturk. Secara d,Positive
USER USER Untung presidennya bapak Jokowi !! ; Mungkin kalau bukan beliau pasti nih bandara sudah mangkrak di tengah jalan. ; Terimakasih bapak presiden ð???ð???; Salam 2 priode,Positive
USER USER Culun kayak mo ikut pawai 17an',Negative
USER USER Inget pipis onta liat wajahnya',Negative
"Alam dan budaya Indonesia sungguh luar biasa, atraktif dan indah. Destinasi di Malaysia nggak ada apa-apanya dibandingkan dengan di Indonesia. Tapi mengapa jumlah turis asing yang datang ke Indonesia kalah jauh dengan ke Malaysia?",Positive
1. Kivlan Zen ngoceh tadi siang ditransfer uang sma prabowo utk dibuat dramatis di ILC agar isu PKI di msyrkt lbih mncuat lgi ILCPKI,Positive
RT USER USER USER USER USER USER Bangga jadi anak PKI GebukPKI wakwaww,Positive
BTS Ungguli Presiden Korea Selatan di Polling 100 Pembaca Majalah Time,Positive
Awak Patroli 05A giat anjangsana sambang dan patroli dialogis dengan Sekurity Balandongan Residence memberikan arahan agar selalu waspada dan bisa menjaga keamanan dan ketertiban dilingkungannya masing2 terutama jelang pilkada serentak 2018,Positive
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,Positive
"USER USER USER Dalam kristenpun juga ada kristen jawa, kristen batak, kristen toraja, kristen timur, dll. Kristen batak pun diperkecil lagi ke batak karo, batak simalungun, dll. Kami tidak permasalahkan hal itu, selama baik dan ga nyelew",Positive
Assalamualaikum Bu Risma tolong warga sya di jalan Kalimas udik 1c dpan rumah jl Kalimas udik 1b/1 minta bantuan dari Bu risma. Warga sya rumahnya roboh kshan Bu Risma warga sya gak Punya tempat tinggal rumahnya roboh.',Positive
"USER Bravo USER ...buah tak jatuh jauh dari pohonnya. Kl pohonnya baik buahnya baik, kl pohonnya congor buruk...buahnya ?'",Negative
USER Jambu bol mungkin bisa diperhalus dgn jambu bokong (?)',Negative
"Helikopter Berisi WN China Jatuh di Morowali, Sulawesi Tengah; ; Pengen segera 2019 euy... ; Gak sabar #2019GantiPresiden; ;",Positive
#IndonesiaKuasaiFreeport turut berbahagia untuk hal ini. Dan semoga divestasi saham ini berlanjut ke perusahaan2 tambang asing lainnya',Positive
mbok ya kalo batuk ada orang lagi makan didepannya ditutuplah itu congor',Negative
RT USER: Mimpi yang baik (sholeh) adalah dari Allah dan mimpi (buruk) adalah dari setan. (Bukhari) #OnBerkah',Positive
USER Gatau diri anjir. Biasanya nih apa yang kita tanam itu yang kita peroleh. Tiati aje mbaknya',Negative
"USER cebong emang suram...dolar naik dia mingkem,tka berbondong2 masuk dia mingkem,yg di ributin ama bong cuma hrs ama pks \xf0\x9f\xa4\xa3'",Negative
USER USER USER USER USER USER USER USER USER Yang ga setuju pasti pendukung anti rejim skrg.. \nDan yang lo sebutin itu yg lo lakuin',Positive
"USER Daripada gak menikah sama sekali...daripada menyimpang LGBT!Menikahlah, hidup lebih berkah...Dunia sdh rusak dgn perzinahan kini ada gerakan stop perkawinan dini.'",Positive
"Tahu goreng &amp; kopi, Prabowo &amp; Jokowi di Pilpres 2019. ; Siapa paling pas jadi Presiden?...pas kopinya...pas Jokowi. ; ; #T3tapJokowi ; #T3tapJokowi2019 ; #JokowiPresidenkuKerjaNyata ; #MenujuIndonesiaMaju ; #JokowiMembangunIndonesia; #UangKita #J",Positive
USER USER Udah d jamin emang pasti hidup tenang sm bahagia klo ganti presiden???',Positive
"Benyamin Sueb dulu nyanyi ngedumel, sekarang jadi musik rap.",Positive
USER USER mbak kunti-kuntinya tu lhoo \xf0\x9f\x91\xb,Positive
USER Ngapain diskusi ama orang kapir???yg emggak kapir kan masih banyak....',Negative
"USER USER permintaan maaf si kunyuk ini ga ada artinya, otaknya tetep aja nyinyir'",Negative
cina g punya perikemanusiaan makanya aq g suka cina di indonesia,Positive
"Tanda2 kiamat x yak, masih banyak aja orang muslim yg mengingkari Al-Quran dan pilih Penista Agama. #Nomor2Koruptor #Nomor2Koruptor",Positive
80 % Rakyat Jawa Barat istiqomah tetep dukung Prabowo untuk menjadi Presiden 2019. Cawapresnya terserah PKS,Positive
"Bapak Prabowo yang ""TERHORMAT"" Haruskah anda tampil seperti orang yang cemburu dan kalah ?",Positive
"HEY PRIA..\njanganlah jadi Bencong ideologi !\nKiara Artha Proyek RRC , di dampingi lansung oleh wakil PM RRC\ndi kasi izin nya..\nsementara ada mantan atlit sampe sakit keras harus hidup di tenda..\nkorban kebijakan radikal ridwan kamil..\n\njd kau itu jgn kaya bencong , bicara Ekonomi URL",Negative
"USER Dunia kan penuh munafiqun sok suci seperti ente.\nKalo semisal itu Ahok, pasti lo bilang KALAU GAK SALAH KENAPA KABUR?\nTapi karena itu si cabul adalah si jijik, ente jilat memek sendiri... ente bohongi diri sendiri.. ente gak nanya kenapa kabur kalau gak salah.\nMEME",Negative
"Bagi cina,RI negara masa depannya.75%tanah dikuasai.siap usir pribumi dg dewa perang USER USER USER",Positive
"USER koar"" pro aseng song sing,tetaplah china kiblatnya bwg putih...josssssssslah'",Positive
RT USER: Ngewe di pantai kayaknya enak bro \xf0\x9f\x98\x82 USER USER USER USER #gayvid #gaylokal #ngentot\xe2\x80\xa6',Negative
USER Mantap usir kaun cina dari karawang,Positive
SBY ERA: Kemana duit negara proyek mangkrak semua..,Positive
RT USER: SESUAI JANJI WOI. LU BALIK JD KIBUM ANJER! KUNYUK DAH BACK EAK USER USER \xf0\x9f\x98\x9a\xf0\x9f\x98\x9a\xf0\x9f\x98\x9a',Negative
PPP: Jangan Buru-buru Tolak Wacana Pilkada LewatÂ DPRD,Positive
Sinyal USER cacat ilang2an melulu -____- memang kau USER jauh lebih baik daripada USER hmm hahah',Negative
"USER 99woojinn manggil gua bodohie\nw_oojinprk manggil gua bodoh\nParjin manggil gua bego\n\nBesok2 autis gua :"")'",Negative
"USER Tapitapi sha, kayaknya geng rp atau apalah itu circle luar mungkin banyak yg delulu gini apa ya. Ini temenku gibah soal anak ipro yg katanya gini katanya gitu tapi rerata percaya aja karena infonya dari fans cina langsung....'",Positive
Banyak akun-akun antek komunis pada berkeliaran DaruratPKi,Positive
"Bahas kebangsaan hrs dijelaskan Tuhan YME dlm Pancasila utk semua orang Indonesia, Allah SWT benci kafir bukan Tuhan",Positive
Visi dan Misi ISLAM NUSANTARA bisa dikatakan mirip dengan Visi Dan Misi PKI. Tentu dengan sedikit Polesan maka akan terlihat cantik.',Positive
"USER USER Sejelek2nya Jokowi, jk di sandingkn dgn Prabowo, masih jauh, dr jejaknya saja rakyat sdh tau, mungkin jk bkn Prabowo masih bs di pertimbangkan utk tdk milih Jokowi. Hemm buta mata boleh mas, tp jk hati yg sdh di butakan oleh p",Positive
"USER Pernah, karena mata gue sipit (dulu engga, mungkin krn minus) gue senyumin saja.'",Positive
"ini apa sih lmao anak anak kecil dan anak anak baru ini kok ya tengil banget :"") gak tau apa2 jg main plas plos aja lieur ih jempol kalian punya congor apa begimana :)))'",Negative
USER karena anda cupu',Negative
Bukan cuma terlemah kok; ; 1. Kinerja jeblok; 2. Karakter bobrok; 3. Elektabilitas anjlok; 4. Pencitraa mentok; 5. Pendukung goblok; 6. Kalap ngemis ke tiongkok; 7. Mau jd macan pdhl kodok; ; Prof. Jeffrey Winters: Jokowi Presiden Terlemah dalam Sejarah In,Negative
Takut sekali rezim ini sm #2019GantiPresiden Smp dselidiki kya jatuhnya helikopter pngangkut warga china,Positive
Chelsea sampah sarap',Negative
"USER Dulu TKI Wanita di Hongkok dihina2 sm dia dgn sebutan ""Babu"".....emang kok....Congor tdk bertulang.....Manusia Katrok Lu.....'",Negative
"USER Kita bikin berita sendiri di medsos, media mainstream di kuasai aseng.. Perang opini gunakan HP anda untuk mengembosi berita media mainstream cino.'",Positive
Ih gila Nirina bego banget.',Negative
"Di Aceh ia bersekolah di sekolah kristen tapi banyak guru sekolahnya yang muslim. Ada yant pakai peci. Ada banyak teman2 budha yany sekolah di aceh. ""Aceh ngga seperti yang banyak diberitakan, saya ngga pernah dipaksa pakai jilbab, tidak pernah dipaksa""",Positive
USER jangan kampang',Negative
"Sekarang yang gembel gembel twitter dan whatsapp chat gak jelas di whatsapp langsung block apa lagi yang bebencongan minggir cuihhhh kenapa gak cepat kena mati aja kek yang banci2 dan feminim sialan ganggu orang aja ,\nOrang dri baik2 sampe kasar emang dasar bencong gak tau malu'",Negative
"RT USER: Ini ajaran Pembangang,hilang rasa hormat pada pihak berkuasa.. kalau zaman tok USER dah lame kene sembur air\xe2\x80\xa6'",Positive
USER USER USER USER Ekspor cebong ajalah',Negative
USER USER Kalau gw guna kan kampret kaga bisa ngeliat bro siang hari gimame si lollll',Negative
"USER USER Selain karena kesalahan membawa ayat agama tp Ahok juga tidak pernah spesifik bilang ulama, tp kenapa juga dituduhkan menghina ulama juga? Mohon pencerahan.",Positive
USER Dengan berat hati gue spg in ni kunyuk satu URL,Negative
"USER USER Lawan kita adalah Yahudi Zionis,semua harus fokus ke sana,tuh liat betapa rukunnya sesama orang Yahudi meski beda aliran. Kl kita sesama muslim ndak rukun,gimana mau menang lawan Yahudi???,!!!'",Positive
USER Taplak meja iya un \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',Positive
USER kok udah bilang bodo duluan :(',Negative
USER Medali Indonesia di Olimpiade 90% dipersembahkan oleh orang2 Kristen.\n\nMikir....',Positive
USER USER taman rezim skrg di 2019; rakyat sudah muak; #2019GantiPresiden,Positive
"USER mls deh gwa baca nya, emg bener2 sok ganteng bgt si lw onta'",Negative
ga tau malu nih cina harus angkat kaki di istana !,Positive
USER USER USER USER USER USER Bloon ah ngakak gue.',Negative
"USER USER USER USER Lihat fakta dong , brosing peringkat partai korup , juaranya PDIP \nKalo ada oknum muslim korupsi cebong gembira dan koar2 , kalo ada oknum non muslim korupsi cebong mingkem , sebenarnya kalian benc",Negative
"""soljum dulu biar ganteng"".\n\nDari kecil gua katolik.\n\nEmak bapak gua gamau gua ganteng.\nAnj.'",Positive
USER bukan temen. lebih tepatnya budak dan antek.',Negative
Keren ini wakil Gubernur yg Pro difabel colek,Positive
#nrp bacot bgt lo pada',Negative
TAI SOMBONG BANGET GA NGAJAK USER URL,Negative
"USER USER USER USER Kasihannya orang ini.. sebentar lagi masuk RSJ,bisa bisanya menganggap ahok di cintai rakyat.rakyat yang mana cinta mulut jamban..\nBuang sampah pada tempatnya..andai USER berani jujur.sudah masuk",Negative
"USER Edan, 1 triliun.'",Negative
USER Dasar ulama cebong.',Negative
"USER ""Namaku Baek Yoon\xe2\x80\x94gi ...""\n\nUcapan terputus seiring dia mengerjap mata yang terasa mengantuk sedikit demi sedikit. Gigit bibirnya ragu karena dia ingin menggapai gelas sekali lagi untuk meminum sebagaimana wine yang ditinggal di m",Positive
"""Pengetahuan tidak dapat menggantikan persahabatan. Aku (Patrick) lebih suka jadi idiot daripada kehilanganmu (Spongebob)'",Positive
USER USER USER USER Yakin loe sekolah..agama lo merah ya waktu sekolah.. kapar kapir ..barang2 lo emang made in saudi??? ..paling hp china..kasihan gw sm hidup lo..jgn gila ya jokowi 2 periode ahok bebas tahun depan.. TGB dah,Negative
"USER USER Anjir gue juga lupa sih, kelewatan bener asw jarinya. Sampe gue mute, pokoknya dia sadar gue mute. Uke pokoknya, terakhir jadi Bella kalo ga salah dnnya?'",Negative
"Ibu saya Bugis, ada Arabnya,Muhammadiah. Ayah Jawa, ada sedikit darah Cina,Nahdatul Ulama. Saya Muslim sejak bayi",Positive
RT USER: Kadang Kontol Rasanya Manis Kadang Juga Asem . Kenapa ya? \nURL,Negative
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER p,Positive
